2 3 1 0 7
2 6 4 0 15
3 4 2 0 8
4 4 1 0 6
2 3 1 1 7
4 5 1 0 8
3 5 2 0 10
2 2 1 0 5
2 6 3 0 10
2 6 1 0 13
2 6 1 0 13
2 6 2 0 15
2 5 1 1 11
2 9 1 0 11
2 5 1 0 10
3 3 1 0 7
3 4 1 0 9
2 11 2 0 11
3 9 1 0 11
2 5 1 0 11
